,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
7395,285500,20753,6089012604,"Census Tract 126.04, Shasta County, California"
7396,137200,22198,6089012701,"Census Tract 127.01, Shasta County, California"
7397,235300,32197,6089012702,"Census Tract 127.02, Shasta County, California"
7398,170400,62379,6091010000,"Census Tract 100, Sierra County, California"
7399,92500,28690,6093000100,"Census Tract 1, Siskiyou County, California"
7400,107000,11302,6093000200,"Census Tract 2, Siskiyou County, California"
7401,150500,10557,6093000300,"Census Tract 3, Siskiyou County, California"
7402,159900,28756,6093000400,"Census Tract 4, Siskiyou County, California"
7403,151500,15654,6093000500,"Census Tract 5, Siskiyou County, California"
7404,224400,21981,6093000600,"Census Tract 6, Siskiyou County, California"
7405,226200,27727,6093000701,"Census Tract 7.01, Siskiyou County, California"
7406,122100,31316,6093000702,"Census Tract 7.02, Siskiyou County, California"
7407,162900,7407,6093000703,"Census Tract 7.03, Siskiyou County, California"
7408,209500,21913,6093000800,"Census Tract 8, Siskiyou County, California"
7409,190300,9444,6093000900,"Census Tract 9, Siskiyou County, California"
7410,245800,24928,6093001000,"Census Tract 10, Siskiyou County, California"
7411,147900,10948,6093001100,"Census Tract 11, Siskiyou County, California"
7412,172900,19012,6093001200,"Census Tract 12, Siskiyou County, California"
7413,263000,18454,6095250103,"Census Tract 2501.03, Solano County, California"
7414,319800,34115,6095250104,"Census Tract 2501.04, Solano County, California"
7415,340000,26542,6095250105,"Census Tract 2501.05, Solano County, California"
7416,383300,22643,6095250106,"Census Tract 2501.06, Solano County, California"
7417,165600,26217,6095250200,"Census Tract 2502, Solano County, California"
7418,170300,15014,6095250300,"Census Tract 2503, Solano County, California"
7419,154000,12309,6095250400,"Census Tract 2504, Solano County, California"
7420,183900,22570,6095250501,"Census Tract 2505.01, Solano County, California"
7421,236300,22454,6095250502,"Census Tract 2505.02, Solano County, California"
7422,160200,41310,6095250601,"Census Tract 2506.01, Solano County, California"
7423,285400,27870,6095250604,"Census Tract 2506.04, Solano County, California"
7424,334100,23443,6095250605,"Census Tract 2506.05, Solano County, California"
7425,55800,48443,6095250701,"Census Tract 2507.01, Solano County, California"
7426,238400,29594,6095250801,"Census Tract 2508.01, Solano County, California"
7427,212500,66087,6095250900,"Census Tract 2509, Solano County, California"
7428,237700,39571,6095251000,"Census Tract 2510, Solano County, California"
7429,170300,44533,6095251100,"Census Tract 2511, Solano County, California"
7430,167600,20622,6095251200,"Census Tract 2512, Solano County, California"
7431,225500,28702,6095251300,"Census Tract 2513, Solano County, California"
7432,233500,21378,6095251400,"Census Tract 2514, Solano County, California"
7433,170700,40192,6095251500,"Census Tract 2515, Solano County, California"
7434,194700,53426,6095251600,"Census Tract 2516, Solano County, California"
7435,177400,28598,6095251701,"Census Tract 2517.01, Solano County, California"
7436,161500,46292,6095251702,"Census Tract 2517.02, Solano County, California"
7437,24200,8401,6095251802,"Census Tract 2518.02, Solano County, California"
7438,167400,8991,6095251803,"Census Tract 2518.03, Solano County, California"
7439,201400,15699,6095251804,"Census Tract 2518.04, Solano County, California"
7440,173100,32537,6095251901,"Census Tract 2519.01, Solano County, California"
7441,199000,18795,6095251902,"Census Tract 2519.02, Solano County, California"
7442,219400,12803,6095251903,"Census Tract 2519.03, Solano County, California"
7443,444200,60603,6095252000,"Census Tract 2520, Solano County, California"
7444,329400,34230,6095252102,"Census Tract 2521.02, Solano County, California"
7445,332300,17110,6095252103,"Census Tract 2521.03, Solano County, California"
7446,556000,17502,6095252104,"Census Tract 2521.04, Solano County, California"
7447,413700,32608,6095252105,"Census Tract 2521.05, Solano County, California"
7448,476800,26489,6095252106,"Census Tract 2521.06, Solano County, California"
7449,420100,24085,6095252107,"Census Tract 2521.07, Solano County, California"
7450,434100,27409,6095252108,"Census Tract 2521.08, Solano County, California"
7451,486300,38662,6095252201,"Census Tract 2522.01, Solano County, California"
7452,329600,22933,6095252202,"Census Tract 2522.02, Solano County, California"
7453,339700,21520,6095252305,"Census Tract 2523.05, Solano County, California"
7454,270800,15377,6095252306,"Census Tract 2523.06, Solano County, California"
7455,490900,45587,6095252310,"Census Tract 2523.10, Solano County, California"
7456,387000,20075,6095252311,"Census Tract 2523.11, Solano County, California"
7457,283200,21279,6095252312,"Census Tract 2523.12, Solano County, California"
7458,360500,34649,6095252313,"Census Tract 2523.13, Solano County, California"
7459,199500,14840,6095252314,"Census Tract 2523.14, Solano County, California"
7460,321900,20463,6095252315,"Census Tract 2523.15, Solano County, California"
7461,236600,32020,6095252316,"Census Tract 2523.16, Solano County, California"
7462,318600,25536,6095252317,"Census Tract 2523.17, Solano County, California"
7463,143600,13879,6095252401,"Census Tract 2524.01, Solano County, California"
7464,161800,27110,6095252402,"Census Tract 2524.02, Solano County, California"
7465,159000,22921,6095252501,"Census Tract 2525.01, Solano County, California"
7466,187500,37937,6095252502,"Census Tract 2525.02, Solano County, California"
7467,193800,26083,6095252604,"Census Tract 2526.04, Solano County, California"
7468,165800,23765,6095252605,"Census Tract 2526.05, Solano County, California"
7469,152200,18732,6095252606,"Census Tract 2526.06, Solano County, California"
7470,166300,15602,6095252607,"Census Tract 2526.07, Solano County, California"
7471,194000,25773,6095252608,"Census Tract 2526.08, Solano County, California"
7472,204600,32831,6095252610,"Census Tract 2526.10, Solano County, California"
7473,176700,43216,6095252611,"Census Tract 2526.11, Solano County, California"
7474,261200,28868,6095252702,"Census Tract 2527.02, Solano County, California"
7475,200700,16589,6095252703,"Census Tract 2527.03, Solano County, California"
7476,223700,27974,6095252704,"Census Tract 2527.04, Solano County, California"
7477,204500,18727,6095252705,"Census Tract 2527.05, Solano County, California"
7478,251700,16490,6095252706,"Census Tract 2527.06, Solano County, California"
7479,214900,22310,6095252707,"Census Tract 2527.07, Solano County, California"
7482,639000,36591,6095252903,"Census Tract 2529.03, Solano County, California"
7483,407100,27027,6095252904,"Census Tract 2529.04, Solano County, California"
7484,248500,23161,6095252908,"Census Tract 2529.08, Solano County, California"
7485,267200,26448,6095252909,"Census Tract 2529.09, Solano County, California"
7486,276300,12852,6095252910,"Census Tract 2529.10, Solano County, California"
7487,242600,31773,6095252911,"Census Tract 2529.11, Solano County, California"
7488,372100,20557,6095252912,"Census Tract 2529.12, Solano County, California"
7489,274500,12949,6095252913,"Census Tract 2529.13, Solano County, California"
7490,321600,44878,6095252914,"Census Tract 2529.14, Solano County, California"
7491,407100,34883,6095252915,"Census Tract 2529.15, Solano County, California"
7493,285100,38019,6095253101,"Census Tract 2531.01, Solano County, California"
7494,172500,28602,6095253105,"Census Tract 2531.05, Solano County, California"
7495,217000,18139,6095253106,"Census Tract 2531.06, Solano County, California"
7496,184300,14952,6095253107,"Census Tract 2531.07, Solano County, California"
7497,260000,21381,6095253108,"Census Tract 2531.08, Solano County, California"
7498,337900,10586,6095253201,"Census Tract 2532.01, Solano County, California"
7499,266300,23245,6095253203,"Census Tract 2532.03, Solano County, California"
7500,365200,26024,6095253204,"Census Tract 2532.04, Solano County, California"
7501,284800,20011,6095253205,"Census Tract 2532.05, Solano County, California"
7502,416200,37301,6095253206,"Census Tract 2532.06, Solano County, California"
7503,588400,58831,6095253300,"Census Tract 2533, Solano County, California"
7504,231300,17874,6095253402,"Census Tract 2534.02, Solano County, California"
7505,287500,14894,6095253403,"Census Tract 2534.03, Solano County, California"
7506,310000,24350,6095253404,"Census Tract 2534.04, Solano County, California"
7507,234300,17795,6095253500,"Census Tract 2535, Solano County, California"
7509,804900,157979,6097150100,"Census Tract 1501, Sonoma County, California"
7510,559300,151266,6097150202,"Census Tract 1502.02, Sonoma County, California"
7511,491000,67626,6097150203,"Census Tract 1502.03, Sonoma County, California"
7512,805100,51870,6097150204,"Census Tract 1502.04, Sonoma County, California"
7513,474700,48457,6097150303,"Census Tract 1503.03, Sonoma County, California"
7514,477700,44314,6097150304,"Census Tract 1503.04, Sonoma County, California"
7515,351400,17629,6097150305,"Census Tract 1503.05, Sonoma County, California"
7516,454500,50816,6097150306,"Census Tract 1503.06, Sonoma County, California"
7517,584400,64648,6097150500,"Census Tract 1505, Sonoma County, California"
7518,366200,16690,6097150601,"Census Tract 1506.01, Sonoma County, California"
7519,430600,14166,6097150602,"Census Tract 1506.02, Sonoma County, California"
7520,391500,24417,6097150603,"Census Tract 1506.03, Sonoma County, California"
7521,580600,26325,6097150607,"Census Tract 1506.07, Sonoma County, California"
7522,329300,47304,6097150609,"Census Tract 1506.09, Sonoma County, California"
7523,469200,17151,6097150610,"Census Tract 1506.10, Sonoma County, California"
7524,528600,54113,6097150611,"Census Tract 1506.11, Sonoma County, California"
7525,520900,52886,6097150612,"Census Tract 1506.12, Sonoma County, California"
7526,479400,50652,6097150701,"Census Tract 1507.01, Sonoma County, California"
7527,686800,32636,6097150702,"Census Tract 1507.02, Sonoma County, California"
7528,582000,30620,6097150800,"Census Tract 1508, Sonoma County, California"
7529,362300,28833,6097150901,"Census Tract 1509.01, Sonoma County, California"
7530,571300,44034,6097150902,"Census Tract 1509.02, Sonoma County, California"
7531,686100,46326,6097151000,"Census Tract 1510, Sonoma County, California"
7532,756700,44303,6097151100,"Census Tract 1511, Sonoma County, California"
7533,314700,201144,6097151201,"Census Tract 1512.01, Sonoma County, California"
7534,393500,26782,6097151203,"Census Tract 1512.03, Sonoma County, California"
7535,382100,77301,6097151204,"Census Tract 1512.04, Sonoma County, California"
7536,282400,13695,6097151301,"Census Tract 1513.01, Sonoma County, California"
7537,281500,29331,6097151305,"Census Tract 1513.05, Sonoma County, California"
7538,229500,24724,6097151306,"Census Tract 1513.06, Sonoma County, California"
7539,390700,21662,6097151307,"Census Tract 1513.07, Sonoma County, California"
7540,352900,30125,6097151308,"Census Tract 1513.08, Sonoma County, California"
7541,389000,32475,6097151309,"Census Tract 1513.09, Sonoma County, California"
7542,334800,24753,6097151310,"Census Tract 1513.10, Sonoma County, California"
7543,384800,22510,6097151311,"Census Tract 1513.11, Sonoma County, California"
7544,337100,34544,6097151401,"Census Tract 1514.01, Sonoma County, California"
7545,121900,48066,6097151402,"Census Tract 1514.02, Sonoma County, California"
7546,445300,49933,6097151502,"Census Tract 1515.02, Sonoma County, California"
7547,663200,21938,6097151503,"Census Tract 1515.03, Sonoma County, California"
7548,438300,17701,6097151504,"Census Tract 1515.04, Sonoma County, California"
7549,440700,20528,6097151601,"Census Tract 1516.01, Sonoma County, California"
7550,570100,39748,6097151602,"Census Tract 1516.02, Sonoma County, California"
7551,418100,31976,6097151700,"Census Tract 1517, Sonoma County, California"
7552,381800,29583,6097151800,"Census Tract 1518, Sonoma County, California"
7553,320000,22654,6097151900,"Census Tract 1519, Sonoma County, California"
7554,316100,69325,6097152000,"Census Tract 1520, Sonoma County, California"
7555,326600,28351,6097152100,"Census Tract 1521, Sonoma County, California"
7556,373000,19689,6097152201,"Census Tract 1522.01, Sonoma County, California"
7557,288700,41877,6097152202,"Census Tract 1522.02, Sonoma County, California"
7558,514300,66966,6097152203,"Census Tract 1522.03, Sonoma County, California"
7559,543300,29892,6097152300,"Census Tract 1523, Sonoma County, California"
7560,702900,55737,6097152400,"Census Tract 1524, Sonoma County, California"
7561,419300,30273,6097152501,"Census Tract 1525.01, Sonoma County, California"
7562,345900,28054,6097152502,"Census Tract 1525.02, Sonoma County, California"
7563,579700,35862,6097152600,"Census Tract 1526, Sonoma County, California"
7564,380900,40822,6097152701,"Census Tract 1527.01, Sonoma County, California"
7565,464300,37201,6097152702,"Census Tract 1527.02, Sonoma County, California"
7566,367700,17608,6097152801,"Census Tract 1528.01, Sonoma County, California"
7567,242500,62167,6097152802,"Census Tract 1528.02, Sonoma County, California"
7568,342500,17722,6097152903,"Census Tract 1529.03, Sonoma County, California"
7569,387700,22737,6097152904,"Census Tract 1529.04, Sonoma County, California"
7570,346500,23172,6097152905,"Census Tract 1529.05, Sonoma County, California"
